objectID,sourceMuseum,sourceObjectID,title,objectName,department,culture,period,dynasty,objectDate,medium,creditLine,accessionYear,excavation,geographyType,country,region,subregion,primaryImage,objectURL,objectWikidata_URL
met:322624,met,322624,Relief: procession of captives,Relief,Ancient West Asian Art,Assyrian,Neo-Assyrian,,ca. 704–681 BCE,Gypsum alabaster,"Gift of John D. Rockefeller Jr., 1932",1932,,,,Mesopotamia,Nineveh,https://images.metmuseum.org/CRDImages/an/original/DP-13006-007.jpg,https://www.metmuseum.org/art/collection/search/322624,
met:322910,met,322910,Necklace beads,Beads,Ancient West Asian Art,Sumerian,Early Dynastic IIIa,,ca. 2600–2500 BCE,"Gold, lapis lazuli","Dodge Fund, 1933",1933,,,,Mesopotamia,Ur (modern Tell al-Muqayyar),https://images.metmuseum.org/CRDImages/an/original/DP-23659-001.jpg,https://www.metmuseum.org/art/collection/search/322910,
met:323174,met,323174,Lamp,Lamp,Ancient West Asian Art,Israelite,Iron Age II,,ca. late 8th–7th century BCE,Ceramic,"Gift of Harris D. and H. Dunscombe Colt, 1934",1934,,,,Levant,Lachish (modern Tell ed-Duweir),https://images.metmuseum.org/CRDImages/an/original/me34_126_64.jpg,https://www.metmuseum.org/art/collection/search/323174,
met:323610,met,323610,Plaque fragment,Relief,Ancient West Asian Art,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,ca. 18th century BCE,Ivory,"Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1937",1937,,,,Anatolia,probably from Acemhöyük,https://images.metmuseum.org/CRDImages/an/original/DP110518.jpg,https://www.metmuseum.org/art/collection/search/323610,
met:323950,met,323950,Tripod bowl,Bowl,Ancient West Asian Art,Iran,Middle Bronze Age,,ca. 2000–1600 BCE,Ceramic,"Rogers Fund, 1943",1943,,,,"Iran, Luristan",Kamterlan II,https://images.metmuseum.org/CRDImages/an/original/ME43_89_8.jpg,https://www.metmuseum.org/art/collection/search/323950,
met:324116,met,324116,Female head with elaborate hairstyle,Sculpture,Ancient West Asian Art,,Early Dynastic IIIa,,ca. 2600–2500 BCE,Gypsum alabaster,"Rogers Fund and Gifts of Lucy W. Drexel, Theodore M. Davis, Helen Miller Gould, Albert Gallatin, Egypt Exploration Fund and Egyptian Research Account, by exchange, 1950",1951,,,,Mesopotamia,Khafajah,https://images.metmuseum.org/CRDImages/an/original/DP-32540-001.jpg,https://www.metmuseum.org/art/collection/search/324116,
met:324797,met,324797,Section of a band with felines and heads of birds,Relief,Ancient West Asian Art,Iran,"Iron Age, Scythian",,ca. 7th century BCE,"Gold, glass paste","Funds from various donors, 1958",1958,,,,Iran,said to be from Ziwiye,https://images.metmuseum.org/CRDImages/an/original/DP-26515-001.jpg,https://www.metmuseum.org/art/collection/search/324797,
met:325417,met,325417,Jar,Jar,Ancient West Asian Art,Sumerian,Early Dynastic IIIa,,ca. 2600–2500 BCE,Gypsum alabaster,"Rogers Fund, 1962",1962,,,,Mesopotamia,Nippur,https://images.metmuseum.org/CRDImages/an/original/DP-15117-010.jpg,https://www.metmuseum.org/art/collection/search/325417,
met:325572,met,325572,Ivory fragment,Relief,Ancient West Asian Art,Assyrian,Neo-Assyrian,,ca. 9th–7th century BCE,Ivory,"Rogers Fund, 1962",1962,,,,Mesopotamia,Nimrud (ancient Kalhu),https://images.metmuseum.org/CRDImages/an/original/DP110697.jpg,https://www.metmuseum.org/art/collection/search/325572,
met:326082,met,326082,Ornament,Ornament,Ancient West Asian Art,,Early Bronze Age,,ca. late 3rd millennium BCE,Faience,"Rogers Fund, 1972",1972,,,,Mesopotamia,Tell Taya,https://images.metmuseum.org/CRDImages/an/original/DP-40342-001.jpg,https://www.metmuseum.org/art/collection/search/326082,
met:326373,met,326373,Cuneiform tablet case impressed with cylinder seal in Anatolian style,Cuneiform tablet case,Ancient West Asian Art,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,ca. 20th–19th century BCE,Clay,"Purchase, Mrs. Peter Oliver Gift, 1977",1977,,,,Anatolia,probably from Kültepe (Karum Kanesh),https://images.metmuseum.org/CRDImages/an/original/me 1977_371.jpg,https://www.metmuseum.org/art/collection/search/326373,
met:326466,met,326466,Bead,Bead,Ancient West Asian Art,Parthian,Parthian,,ca. 1st century BCE–1st century CE,Glass,"Purchase, H. Dunscombe Colt Gift, 1978",1978,,,,Iran,Shahr-i Qumis (ancient Hecatompylos),https://images.metmuseum.org/CRDImages/an/original/DP-40313-001.jpg,https://www.metmuseum.org/art/collection/search/326466,
met:327079,met,327079,Cylinder seal,Cylinder seal,Ancient West Asian Art,Syrian,Middle Bronze Age,,ca. 18th–17th century BCE,"Hematite, black","Gift of Martin and Sarah Cherkasky, 1985",1985,,,,Syria,,https://images.metmuseum.org/CRDImages/an/original/ss1985_192_10.jpg,https://www.metmuseum.org/art/collection/search/327079,
met:327547,met,327547,Harness or bridle fitting (?) in the form of a mistress of animals and waterbirds,Harness or bridle fitting (?),Ancient West Asian Art,,Iron Age,,ca. 7th–6th century BCE,Bronze,"Purchase, Raymond and Beverly Sackler Gift, 1999",1999,,,,Iberian Peninsula,,https://images.metmuseum.org/CRDImages/an/original/DP-37951-001.jpg,https://www.metmuseum.org/art/collection/search/327547,
met:327754,met,327754,Cylinder seal,Cylinder seal,Ancient West Asian Art,,Old Syrian,,ca. 1820–1730 BCE,Hematite,"Gift of Nanette B. Kelekian, in memory of Charles Dikran and Beatrice Kelekian, 1999",1999,,,,Syria,,https://images.metmuseum.org/CRDImages/an/original/DP-38142-001.jpg,https://www.metmuseum.org/art/collection/search/327754,
met:328095,met,328095,Silver drachm,,Ancient West Asian Art,Seleucid,Seleucid,,ca. 145–141 BCE,Silver,"Bequest of Charles K. Wilkinson, 1986",1987,,,,Syria,,https://images.metmuseum.org/CRDImages/an/original/DP-40315-001.jpg,https://www.metmuseum.org/art/collection/search/328095,
met:328593,met,328593,Monstrous male figure,Sculpture,Ancient West Asian Art,Bactria-Margiana Archaeological Complex,Bronze Age,,ca. late 3rd–early 2nd millennium BCE,"Chlorite, calcite, gold, iron","Purchase, 2009 Benefit Fund, Friends of Inanna Gifts, and Mr. and Mrs. Horiuchi Gift, 2010",2010,,,,Bactria-Margiana or eastern Iran,,https://images.metmuseum.org/CRDImages/an/original/dp22227.jpg,https://www.metmuseum.org/art/collection/search/328593,
met:328744,met,328744,Earring,Earring,Ancient West Asian Art,Parthian,Parthian,,ca. 1st–2nd century,Gold,Museum Accession,,,,,Mesopotamia or Iran,,https://images.metmuseum.org/CRDImages/an/original/DP-1115-001.jpg,https://www.metmuseum.org/art/collection/search/328744,
met:329067,met,329067,Foundation figure of Ur-Namma holding a basket,Foundation figure,Ancient West Asian Art,Neo-Sumerian,Ur III,,ca. 2112–2095 BCE,Copper alloy,"Gift of Mrs. William H. Moore, 1947",1947,,,,Mesopotamia,,https://images.metmuseum.org/CRDImages/an/original/DP375097.jpg,https://www.metmuseum.org/art/collection/search/329067,
met:445491,met,445491,Ceramic Fragment,Fragment,Islamic Art,,,,14th–15th century,Earthenware; incised decoration through white slip and coloring under transparent glaze,"Rogers Fund, 1908",1908,,Attributed to,Egypt,,,https://images.metmuseum.org/CRDImages/is/original/sf08-256-201a.jpg,https://www.metmuseum.org/art/collection/search/445491,
met:445493,met,445493,Ceramic Fragment,Fragment,Islamic Art,,,,14th–15th century,Earthenware; incised decoration through white slip and coloring under transparent glaze,"Rogers Fund, 1908",1908,,Attributed to,Egypt,,,https://images.metmuseum.org/CRDImages/is/original/sf08-256-204a.jpg,https://www.metmuseum.org/art/collection/search/445493,
met:445495,met,445495,Ceramic Fragment,Fragment,Islamic Art,,,,14th–15th century,Earthenware; incised decoration through white slip and coloring under transparent glaze,"Rogers Fund, 1908",1908,,Attributed to,Egypt,,,https://images.metmuseum.org/CRDImages/is/original/sf08-256-206a.jpg,https://www.metmuseum.org/art/collection/search/445495,
met:445497,met,445497,Ceramic Fragment,Fragment,Islamic Art,,,,14th–15th century,Earthenware; glazed over slip,"Rogers Fund, 1908",1908,,Attributed to,Egypt,,,https://images.metmuseum.org/CRDImages/is/original/sf08-256-208a.jpg,https://www.metmuseum.org/art/collection/search/445497,
met:446966,met,446966,Scarf,Scarf,Islamic Art,,,,19th century,Silk,"Rogers Fund, 1917",1917,,Attributed to,probably Iran,,,,https://www.metmuseum.org/art/collection/search/446966,
met:446968,met,446968,Hanging,Hanging,Islamic Art,,,,18th century,"Cotton, silk; embroidered","Rogers Fund, 1917",1917,,Attributed to,present-day Uzbekistan,,,https://images.metmuseum.org/CRDImages/is/original/36934.jpg,https://www.metmuseum.org/art/collection/search/446968,
met:446970,met,446970,Textile Fragment,Textile fragment,Islamic Art,,,,16th century,"Cotton, silk; embroidered","Rogers Fund, 1917",1917,,Attributed to,present-day Uzbekistan,,,https://images.metmuseum.org/CRDImages/is/original/36933.jpg,https://www.metmuseum.org/art/collection/search/446970,
met:446973,met,446973,Tile,Tile,Islamic Art,,,,late 16th century,Stonepaste; mosaic,"Gift of Philip M. Lydig, 1917",1917,,Attributed to,present-day Uzbekistan,,,https://images.metmuseum.org/CRDImages/is/original/sf17-143-3.jpg,https://www.metmuseum.org/art/collection/search/446973,
met:448266,met,448266,"Dish with Carved Arabic Inscription in Floriated Kufic Reading ""al-'izz"" (""Glory"")",Dish,Islamic Art,,,,11th century,Stonepaste; carved and glazed,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",1929,,Attributed to,Iran,,,https://images.metmuseum.org/CRDImages/is/original/DP247849.jpg,https://www.metmuseum.org/art/collection/search/448266,
met:448268,met,448268,Bowl,Bowl,Islamic Art,,,,12th century,Earthenware; glazed,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",1929,,Attributed to,Syria,,,https://images.metmuseum.org/CRDImages/is/original/sf29-160-10b.jpg,https://www.metmuseum.org/art/collection/search/448268,
met:448270,met,448270,Bowl,Bowl,Islamic Art,,,,12th century,Earthenware; glazed,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",1929,,Attributed to,Iran,,,https://images.metmuseum.org/CRDImages/is/original/sf29-160-12c.jpg,https://www.metmuseum.org/art/collection/search/448270,
met:448273,met,448273,Bowl,Bowl,Islamic Art,,,,second half 12th century,Stonepaste; incised and underglaze painted (so-called lakabi ware),"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",1929,,Made in,Syria,,,https://images.metmuseum.org/CRDImages/is/original/Cbowl29.160.15.jpg,https://www.metmuseum.org/art/collection/search/448273,
met:448735,met,448735,Bottom of a Cup,Fragment of a cup,Islamic Art,,,,7th–9th century,Glass,"Rogers Fund, 1932",1932,,Found/excavated,Iraq,,,https://images.metmuseum.org/CRDImages/is/original/sf32-150-233.jpg,https://www.metmuseum.org/art/collection/search/448735,
met:448737,met,448737,Glass Fragment,Fragment,Islamic Art,,,,9th–11th century,Glass,"Rogers Fund, 1932",1932,,From,Iraq,,,https://images.metmuseum.org/CRDImages/is/original/sf32-150-237a.jpg,https://www.metmuseum.org/art/collection/search/448737,
met:448739,met,448739,Ceramic Fragment,Fragment,Islamic Art,,,,9th century,Earthenware; glazed,"Rogers Fund, 1932",1932,,Found/excavated,Iraq,,,https://images.metmuseum.org/CRDImages/is/original/sf32-150-241a.jpg,https://www.metmuseum.org/art/collection/search/448739,
met:448741,met,448741,Glass Fragment,Fragment,Islamic Art,,,,6th–7th century,Glass; mold and optic blown,"Rogers Fund, 1932",1932,,Found/excavated,Iraq,,,https://images.metmuseum.org/CRDImages/is/original/sf32-150-245a.jpg,https://www.metmuseum.org/art/collection/search/448741,
met:448742,met,448742,Handle,Handle,Islamic Art,,,,8th–9th century,Glass; tooled,"Rogers Fund, 1932",1932,,Found/excavated,Iraq,,,https://images.metmuseum.org/CRDImages/is/original/sf32-150-246a.jpg,https://www.metmuseum.org/art/collection/search/448742,
met:543863,met,543863,False Door of the Royal Sealer Neferiu,"False door, Neferiu, Wedjebet",Egyptian Art,,Old Kingdom–First Intermediate Period,Dynasty 8–11,ca. 2150–2010 B.C.,"Limestone, paint","Gift of J. Pierpont Morgan, 1912",1912,,Probably from,,Northern Upper Egypt,Dendera area,https://images.metmuseum.org/CRDImages/eg/original/DP351531.jpg,https://www.metmuseum.org/art/collection/search/543863,https://www.wikidata.org/wiki/Q116252474
met:543866,met,543866,Libation Dish Depicting Ka-Arms Presenting an Ankh-Sign,"Dish, libation",Egyptian Art,,Early Dynastic Period,Dynasty 1,ca. 3100–2900 B.C.,Greywacke,"Rogers Fund, 1919",1919,,From,Egypt,,,https://images.metmuseum.org/CRDImages/eg/original/DP249937.jpg,https://www.metmuseum.org/art/collection/search/543866,https://www.wikidata.org/wiki/Q29385725
met:543870,met,543870,Figure of a male beer-maker,"Statuette, male beer-maker",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2649–2100 B.C.,"Limestone, paint","Rogers Fund, 1920",1920,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/20.2.1.JPG,https://www.metmuseum.org/art/collection/search/543870,
met:543875,met,543875,Standing statue of Mitry's wife,"Statue, Merti's wife, standing, Mitry",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2381–2323 B.C. probably,"Acacia, gesso, paint","Rogers Fund, 1926",1926,Egyptian Antiquities Service excavations,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP-45463-001.jpg,https://www.metmuseum.org/art/collection/search/543875,
met:543881,met,543881,Weight equal to five deben,"Weight, 5 deben",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2649–2100 B.C.,Yellow jasper or opal,"Gift of Edward S. Harkness, 1935",1935,,From,Egypt,,,https://images.metmuseum.org/CRDImages/eg/original/DT259187.jpg,https://www.metmuseum.org/art/collection/search/543881,
met:543890,met,543890,Relief fragment with king Khufu's cattle,"Relief, king Khufu's cattle",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2551–2528 B.C.,Limestone,"Rogers Fund and Edward S. Harkness Gift, 1922",1922,"MMA excavations, 1920–22",From,Egypt,Memphite Region,Lisht North,https://images.metmuseum.org/CRDImages/eg/original/DT244362.jpg,https://www.metmuseum.org/art/collection/search/543890,https://www.wikidata.org/wiki/Q116252355
met:543894,met,543894,Relief Fragment with a Ship Under Sail,"Relief, ship under sail",Egyptian Art,,Old Kingdom,Dynasty 4–5,ca. 2465–2458 B.C.,"Limestone, paint traces","Rogers Fund and Edward S. Harkness Gift, 1922",1922,"MMA excavations, 1920–22",From,Egypt,Memphite Region,Lisht North,https://images.metmuseum.org/CRDImages/eg/original/DT256967.jpg,https://www.metmuseum.org/art/collection/search/543894,https://www.wikidata.org/wiki/Q116252319
met:543895,met,543895,Archers,"Relief, archers",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2551–2494 B.C.,"Limestone, paint","Rogers Fund and Edward S. Harkness Gift, 1922",1922,,Probably originally from,,,Giza,https://images.metmuseum.org/CRDImages/eg/original/DT259178.jpg,https://www.metmuseum.org/art/collection/search/543895,https://www.wikidata.org/wiki/Q116252311
met:543896,met,543896,Fragmentary Face of King Khafre,"Head fragment, King Khafre",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2520–2494 B.C.,Travertine (Egyptian alabaster),"Purchase, Edward S. Harkness Gift, 1926",1926,,Probably from,,Memphite Region,Giza,https://images.metmuseum.org/CRDImages/eg/original/DT11751.jpg,https://www.metmuseum.org/art/collection/search/543896,https://www.wikidata.org/wiki/Q29385732
met:543897,met,543897,Sistrum Inscribed with the Names of King Teti,"Music, sistrum, Teti, papyrus, falcon",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2323–2291 B.C.,"Travertine (Egyptian alabaster), pigment, resin","Purchase, Edward S. Harkness Gift, 1926",1926,,Possibly from,,Memphite Region,Memphis (Mit Rahina),https://images.metmuseum.org/CRDImages/eg/original/DT259185.jpg,https://www.metmuseum.org/art/collection/search/543897,https://www.wikidata.org/wiki/Q116252313
met:543898,met,543898,Vase in the Shape of Mother Monkey with Her Young,"Vase, monkey, baby",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2255–2246 B.C.,"Travertine (Egyptian alabaster), paint, resin and pigment","Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",1930,,From,Egypt,,,https://images.metmuseum.org/CRDImages/eg/original/DT8834.jpg,https://www.metmuseum.org/art/collection/search/543898,https://www.wikidata.org/wiki/Q116252308
met:543899,met,543899,The King's Acquaintances Memi and Sabu,"Statue, standing pair, Memi, Sabu",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2465 B.C.,"Limestone, paint","Rogers Fund, 1948",1948,,Probably from,,Memphite Region,Giza,https://images.metmuseum.org/CRDImages/eg/original/DT8836.jpg,https://www.metmuseum.org/art/collection/search/543899,https://www.wikidata.org/wiki/Q29385735
met:543900,met,543900,Nikare as a scribe,"Statue, Nikare, scribe",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2420–2389 B.C. or later,"Granite, paint","Rogers Fund, 1948",1948,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP240451.jpg,https://www.metmuseum.org/art/collection/search/543900,https://www.wikidata.org/wiki/Q116252307
met:543901,met,543901,Nikare with his Wife and Daughter,"Statue group, Nikare, wife, daughter",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2420–2389 B.C. or later,"Limestone, paint","Rogers Fund, 1952",1952,,Probably from,,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DT242488.jpg,https://www.metmuseum.org/art/collection/search/543901,https://www.wikidata.org/wiki/Q29385737
met:543902,met,543902,Statue of Demedji and Hennutsen,"Statue, seated pair, Demedji, Hennutsen",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2465–2438 B.C.,"Limestone, paint","Rogers Fund, 1951",1951,,Probably from,,Memphite Region,Giza or Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DT521.jpg,https://www.metmuseum.org/art/collection/search/543902,https://www.wikidata.org/wiki/Q116252296
met:543903,met,543903,Striding Figure,"Statue, striding man",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2465 B.C.,"Quartzite, paint","Harris Brisbane Dick Fund, 1962",1962,,Possibly from,,Southern Upper Egypt,Elkab,https://images.metmuseum.org/CRDImages/eg/original/DT206639.jpg,https://www.metmuseum.org/art/collection/search/543903,https://www.wikidata.org/wiki/Q29385739
met:543904,met,543904,Wall tiles from the funerary apartments of king Djoser,"Tile, apartments of King Djoser",Egyptian Art,,Old Kingdom,Dynasty 3,ca. 2630–2611 B.C.,faience,"Rogers Fund, by exchange, 1948",1948,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DT258569.jpg,https://www.metmuseum.org/art/collection/search/543904,https://www.wikidata.org/wiki/Q116252293
met:543905,met,543905,Nursing woman,"Statuette, woman and child",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2420–2389 B.C. or later,"Limestone, paint traces","Purchase, Edward S. Harkness Gift, 1926",1926,,Probably from,,Memphite Region,Giza,https://images.metmuseum.org/CRDImages/eg/original/DT259182.jpg,https://www.metmuseum.org/art/collection/search/543905,https://www.wikidata.org/wiki/Q116252294
met:543906,met,543906,Kneeling captive,"Statue, kneeling captive",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2246–2152 B.C.,"Limestone, paint","Purchase, Louis V. Bell Fund, 1964",1964,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/LC-64_260_EGDP029712.jpg,https://www.metmuseum.org/art/collection/search/543906,https://www.wikidata.org/wiki/Q116413365
met:543907,met,543907,False door from the tomb of Metjetji,"False door, tomb of Metjetji",Egyptian Art,,Old Kingdom,Dynasty 5–6,ca. 2353–2323 B.C.,"Limestone, paint traces","Gift of Mr. and Mrs. J. J. Klejman, 1964",1964,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DT204647.jpg,https://www.metmuseum.org/art/collection/search/543907,https://www.wikidata.org/wiki/Q116252289
met:543908,met,543908,Vase in the Shape of a Mother Monkey with Her Offspring,"Vase, monkey, baby",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2289–2255 B.C.,"Travertine (Egyptian alabaster), paint","Purchase, Joseph Pulitzer Bequest, Fletcher Fund, and other gifts, 1992",1992,,From,Egypt,,,https://images.metmuseum.org/CRDImages/eg/original/DT6931.jpg,https://www.metmuseum.org/art/collection/search/543908,https://www.wikidata.org/wiki/Q116252279
met:543909,met,543909,Reserve head,"Head, reserve",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2551–2528 B.C.,Limestone,"Rogers Fund, 1948",1948,"Harvard-Boston MFA excavations, 1936",From,Egypt,Memphite Region,Giza,https://images.metmuseum.org/CRDImages/eg/original/48.156(1).JPG,https://www.metmuseum.org/art/collection/search/543909,
met:543910,met,543910,Stand for an Offering Basin with the Name of King Khafre,"Offering stand, king Khafre",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2520–2494 B.C.,Gneiss,"Rogers Fund, 1907",1907,,Probably from,,Eastern Delta,Hurbeit (Pharbaethos),https://images.metmuseum.org/CRDImages/eg/original/2833.jpg,https://www.metmuseum.org/art/collection/search/543910,https://www.wikidata.org/wiki/Q116252277
met:543911,met,543911,Offering table,Offering table,Egyptian Art,,Middle Kingdom,Dynasty 12–13,ca. 1981–1640 B.C.,Limestone,"Rogers Fund, 1932",1932,"MMA excavations, 1930–31",From,Egypt,Memphite Region,Lisht North,,https://www.metmuseum.org/art/collection/search/543911,https://www.wikidata.org/wiki/Q116252275
met:543912,met,543912,Corner of niche from the tomb of Akhtihotep,"False Door Niche block, Akhtihotep, corner",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2551 B.C.,"Limestone, paint","Funds from Various Donors, and by exchange, 1958",1958,,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/58.123_01.jpg,https://www.metmuseum.org/art/collection/search/543912,https://www.wikidata.org/wiki/Q116252276
met:543913,met,543913,See 58.44.2a,"Relief, tomb of Akhtihotep",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2551 B.C.,"Limestone, paint","Rogers Fund, 1958",1958,,Probably from,,,,https://images.metmuseum.org/CRDImages/eg/original/image-number-only.jpg,https://www.metmuseum.org/art/collection/search/543913,https://www.wikidata.org/wiki/Q116413366
met:543914,met,543914,West wall of the chapel of Nikauhor and Sekhemhathor,"Relief, Chapel of Nikauhor and Sekhemhathor",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2465–2389 B.C.,"Limestone, paint","Rogers Fund, 1908",1908,Egyptian Antiquities Service excavations,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/08.201.2a–g_EGDP015503-EGDP015504.jpg,https://www.metmuseum.org/art/collection/search/543914,https://www.wikidata.org/wiki/Q116413369
met:543915,met,543915,Statue of Tjeteti as a young man,"Statue, Tjeteti, young man",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2200–2152 B.C.,Wood,"Rogers Fund, 1926",1926,Egyptian Antiquities Service excavations,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP-16961-01.jpg,https://www.metmuseum.org/art/collection/search/543915,https://www.wikidata.org/wiki/Q116413370
met:543916,met,543916,Statue of Tjeteti in middle age,"Statue, Tjeteti, middle age",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2200–2152 B.C.,Wood,"Rogers Fund, 1926",1926,Egyptian Antiquities Service excavations,From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP-16962-01.jpg,https://www.metmuseum.org/art/collection/search/543916,https://www.wikidata.org/wiki/Q116413372
met:543917,met,543917,Mummified leg of beef case,Mummified leg of beef case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Egypt,Memphite Region,Giza,https://images.metmuseum.org/CRDImages/eg/original/37.6.5 AB.JPG,https://www.metmuseum.org/art/collection/search/543917,https://www.wikidata.org/wiki/Q116235439
met:543918,met,543918,Mummified goose case,Mummified goose case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Egypt,Memphite Region,Giza,,https://www.metmuseum.org/art/collection/search/543918,https://www.wikidata.org/wiki/Q116413375
met:543919,met,543919,Mummified duck case,Mummified duck case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Egypt,Memphite Region,Giza,,https://www.metmuseum.org/art/collection/search/543919,https://www.wikidata.org/wiki/Q116413376
met:543920,met,543920,"Model of the ""Opening of the Mouth"" ritual equipment","Model, ""Opening of the Mouth"" ritual equipment",Egyptian Art,,Old Kingdom,Dynasty 5–6,ca. 2465–2150 B.C.,"Tray: limestone; vessels: Travertine, greywacke","Rogers Fund, 1907",1907,,From,Egypt,,,https://images.metmuseum.org/CRDImages/eg/original/DP112576.jpg,https://www.metmuseum.org/art/collection/search/543920,https://www.wikidata.org/wiki/Q116252247
met:543921,met,543921,Ewer,Ewer,Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP112563.jpg,https://www.metmuseum.org/art/collection/search/543921,https://www.wikidata.org/wiki/Q116252244
met:543922,met,543922,Ewer,"Vessel, Ewer",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2649–2100 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/26-2-15.jpg,https://www.metmuseum.org/art/collection/search/543922,
met:543923,met,543923,Basin,Basin,Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/DP112563.jpg,https://www.metmuseum.org/art/collection/search/543923,https://www.wikidata.org/wiki/Q116252245
met:543924,met,543924,Basin,Basin,Egyptian Art,,Old Kingdom,,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Egypt,Memphite Region,Saqqara,https://images.metmuseum.org/CRDImages/eg/original/26-2-13.jpg,https://www.metmuseum.org/art/collection/search/543924,
met:543925,met,543925,Wine or beer jar,"Jar, wine or beer",Egyptian Art,,Old Kingdom,Dynasty 6–8,ca. 2323–2100 BC,"Travertine (Egyptian alabaster), paint","Anonymous Gift, 1931",1931,,Said to be from,,Northern Upper Egypt,Abydos,,https://www.metmuseum.org/art/collection/search/543925,https://www.wikidata.org/wiki/Q116413377
met:543926,met,543926,Wine or beer jar,"Jar, wine or beer",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2649–2100 B.C.,Travertine (Egyptian alabaster),"Rogers Fund, 1944",1944,,From,Egypt,,,,https://www.metmuseum.org/art/collection/search/543926,https://www.wikidata.org/wiki/Q116413379
met:543927,met,543927,Jar,Jar,Egyptian Art,,Old Kingdom,Dynasty 6-8,ca. 2323–2150 B.C.,Travertine (Egyptian alabaster),"Rogers Fund, 1907",1907,,From,Egypt,,,,https://www.metmuseum.org/art/collection/search/543927,https://www.wikidata.org/wiki/Q116252243
