objectID,sourceMuseum,sourceObjectID,title,objectName,department,culture,period,objectDate,medium,creditLine,accessionYear,excavation,placeOfCreation,placeOfDiscovery,provenance,primaryImage,objectURL
louvre:cl010278930,louvre,cl010278930,Diane de Versailles,statue,"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : romain impérial

Date de création/fabrication : 2e quart IIe s. ap. J.-C. (?) (époque d'Hadrien ?) (125 - 150)","Epoque / période : romain impérial

Date de création/fabrication : 2e quart IIe s. ap. J.-C. (?) (époque d'Hadrien ?) (125 - 150)","Matériau : marbre (marbre grec(?))
Technique : ronde-bosse (sculpture), trépan (sculpture) (cheveux)",saisie révolutionnaire (1798),1798,,Italie,,,https://collections.louvre.fr/media/cache/large/0000000021/0000278930/0000625391_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010278930
louvre:cl010279000,louvre,cl010279000,Korè de Samos,statue,"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : archaïque

Date de création/fabrication : 2e quart VIe s. av. J.-C. (vers -570 - -560)","Epoque / période : archaïque

Date de création/fabrication : 2e quart VIe s. av. J.-C. (vers -570 - -560)","Matériau : marbre
Technique : ronde-bosse (sculpture)",achat (1881),1881,Samos - 1875 (héraion) (1875),Samos,Samos - 1875 (héraion),,https://collections.louvre.fr/media/cache/large/0000000021/0000279000/0001351963_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010279000
louvre:cl010279157,louvre,cl010279157,Cratère Borghèse,cratère,"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : hellénistique

Date de création/fabrication : 3e quart Ie s. av. J.-C. (vers -40 - -30)","Epoque / période : hellénistique

Date de création/fabrication : 3e quart Ie s. av. J.-C. (vers -40 - -30)","Matériau : marbre du Pentélique
Technique : bas-relief (sculpture), haut-relief (sculpture)",achat (1807),1807,Rome - 1569 (jardins de Salluste) (1569),Athènes (?),Rome - 1569 (jardins de Salluste),,https://collections.louvre.fr/media/cache/large/0000000021/0000279157/0000624779_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010279157
louvre:cl010279164,louvre,cl010279164,Arès Borghèse,statue,"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : romain impérial

Date de création/fabrication : 1e quart Ie s. av. J.-C. ; 2e quart Ie s. ap. J.-C. (-100 - 50)","Epoque / période : romain impérial

Date de création/fabrication : 1e quart Ie s. av. J.-C. ; 2e quart Ie s. ap. J.-C. (-100 - 50)","Matériau : marbre
Technique : ronde-bosse (sculpture), bas-relief (sculpture) (décor du casque)",achat (1807),1807,Rome (?) (au XVIe s.),Rome (?),Rome (?) (au XVIe s.),,https://collections.louvre.fr/media/cache/large/0000000021/0000279164/0000628074_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010279164
louvre:cl010298047,louvre,cl010298047,Sarcophage des époux,couvercle de sarcophage (?) ; couvercle d'urne (?),"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : archaïque

Date de création/fabrication : 4e quart VIe s. av. J.-C. (vers -520 - -510)","Epoque / période : archaïque

Date de création/fabrication : 4e quart VIe s. av. J.-C. (vers -520 - -510)","Matériau : argile (argile rouge)
Technique : moulé, modelé, peinture (homme (chairs rouges, yeux rose clair, sourcils, barbe, moustache noirs, chevelure en engobe jaune clair, ongles blancs, draperie orange) ; 2 trous au revers du coussin ; femme (chairs blanches, yeux blancs, chevelure noire, décor du bonnet rouge à contour noir, traces de rouge au revers de la tête, tunique orange à bordures brunes, chaussures rouges et bord de semelles blanc, collier orange) ; 2 trous sur les oreilles ; peinture rouge foncé (coussins rouge) ; peinture brun foncé (bandes de la couverture)), engobe
Précision technique : fait en 2 parties ; revers sommairement traité",achat (1861),1861,Cerveteri = Caeré - 1845_1846 (nécropole de la Banditaccia) (1845_1846),Caeré = Cerveteri,Cerveteri = Caeré - 1845_1846 (nécropole de la Banditaccia),,https://collections.louvre.fr/media/cache/large/0000000021/0000298047/0000627421_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010298047
louvre:cl010304645,louvre,cl010304645,Autel de Domitius Ahenobarbus,relief architectural,"Département des Antiquités grecques, étrusques et romaines",,"Epoque / période : romain républicain

Date de création/fabrication : 2e moitié IIe s. av. J.-C. (vers -150 - -100)","Epoque / période : romain républicain

Date de création/fabrication : 2e moitié IIe s. av. J.-C. (vers -150 - -100)","Matériau : marbre de Paros (Lychnites, panneaux 1 et 3 - Chorodaki, panneau 2)
Technique : bas-relief (sculpture), haut-relief (sculpture)",achat (1824),1824,"Rome (champ de Mars, autel de Domitius Ahenobarbus)",Rome,"Rome (champ de Mars, autel de Domitius Ahenobarbus)",,https://collections.louvre.fr/media/cache/large/0000000021/0000304645/0000624733_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010304645
louvre:cl010315035,louvre,cl010315035,Vantail à décor de polygones,"Vantail (Élément d'architecture, décor intérieur et extérieur, huisserie->Élément d'architecture->Porte)",Département des Arts de l'Islam,,Date de création/fabrication : 2ème moitié du XVe siècle ; XVIe siècle (1450 - 1600),Date de création/fabrication : 2ème moitié du XVe siècle ; XVIe siècle (1450 - 1600),"Matériau : Bois
Matériau/Technique : Bois (noyer = juglans regia), décor peint et doré sur enduit",achat (05/07/1938),1938,,,,Espagne (Europe occidentale),https://collections.louvre.fr/media/cache/large/0000000021/0000315035/0001163701_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010315035
louvre:cl010315397,louvre,cl010315397,Plat à inscription rayonnante,"Plat (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : 4ème quart du Xe siècle (975 - 1000),Date de création/fabrication : 4ème quart du Xe siècle (975 - 1000),"Matériau : Céramique
Matériau/Technique : Céramique (pâte argileuse), décor d'engobe sur engobe sous glaçure transparente",don (28/02/1935),1935,,,,Samarcande (Monde iranien - Caucase->Ouzbékistan),https://collections.louvre.fr/media/cache/large/0000000021/0000315397/0000661084_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010315397
louvre:cl010318774,louvre,cl010318774,"Bassin dit ""Baptistère de Saint Louis""","Bassin (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : 2ème quart du XIVe siècle (1325 - 1340),Date de création/fabrication : 2ème quart du XIVe siècle (1325 - 1340),"Matériau : Métal
Matériau/Technique : Métal (laiton) martelé, décor gravé, incrusté d'argent regravé et d'or",versement (26/01/1793),1793,,,,Égypte (Proche-Orient arabe) (?) ; Syrie (Proche-Orient arabe) (?),https://collections.louvre.fr/media/cache/large/0000000021/0000318774/0000660923_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010318774
louvre:cl010319015,louvre,cl010319015,Coffre à décor floral,"Coffre (Mobilier) ; Coffret (Accessoire personnel, boîte, étui)",Département des Arts de l'Islam,,Date de création/fabrication : 2ème moitié du XVIIe siècle (1650 - 1700),Date de création/fabrication : 2ème moitié du XVIIe siècle (1650 - 1700),"Matériau : Ébène (Bois), Teck (Bois), Ivoire (Matériau d'origine animale) (probablement ivoire de morse ""Odobenus rosmarus"" et ivoire d'éléphant ""Elephantidae""pour les boutons des tiroirs, 2025), Os (Matériau d'origine animale) (probablement espèce domestique ""Camelus dromedarius"", 2025)
Matériau/Technique : âme de bois, placage de teck, d'ébène et d'ivoire gravé, mastic, serrure et clef modernes",achat (18/01/1996),1996,,,,Gujarat (état) (Sous-continent indien->Inde) (?) ; Sind (province) (Sous-continent indien->Pakistan) (?),https://collections.louvre.fr/media/cache/large/0000000021/0000319015/0000661025_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010319015
louvre:cl010320160,louvre,cl010320160,Aiguière à tête de coq,"Aiguière / Aquamanile (Vase, récipient->Verseuse)",Département des Arts de l'Islam,,Date de création/fabrication : XIIIe siècle (1200 - 1300),Date de création/fabrication : XIIIe siècle (1200 - 1300),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor ajouré, gravé et peint sous glaçure transparente colorée",don (1970),1970,,,,Iran (Monde iranien - Caucase),https://collections.louvre.fr/media/cache/large/0000000021/0000320160/0000660985_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010320160
louvre:cl010321317,louvre,cl010321317,Coupe,"Coupe (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : XVe siècle (1400 - 1500),Date de création/fabrication : XVe siècle (1400 - 1500),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor d'engobe gravé sous glaçure transparente colorée",achat (1981),1981,,,,Iran (Monde iranien - Caucase),https://collections.louvre.fr/media/cache/large/0000000021/0000321317/0000666949_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010321317
louvre:cl010321683,louvre,cl010321683,Globe céleste,Globe céleste (Instrument scientifique),Département des Arts de l'Islam,,Date de création/fabrication : 2ème quart du XIIe siècle (daté sur l'oeuvre) (1144 ; Hégire : 540),Date de création/fabrication : 2ème quart du XIIe siècle (daté sur l'oeuvre) (1144 ; Hégire : 540),"Matériau : Laiton (Métal)
Matériau/Technique : Laiton coulé, décor gravé et incrusté d'argent",dation (13/12/1985),1985,,,,Isfahan (Monde iranien - Caucase->Iran) (?),https://collections.louvre.fr/media/cache/large/0000000021/0000321683/0000666155_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010321683
louvre:cl010327537,louvre,cl010327537,"Portrait de l'empereur Jahangir tenant dans ses mains celui de son père, l'empereur Akbar (page d'album)",Album (= Muraqqa) (Art du livre),Département des Arts de l'Islam,,Date de création/fabrication : 1er quart du XVIIe siècle (1600 - 1615),Date de création/fabrication : 1er quart du XVIIe siècle (1600 - 1615),"Matériau : Papier
Matériau/Technique : Encre, couleurs et or sur papier, Or sur papier coloré (marge et encadrement)",achat (24/05/1894),1894,,,,Inde (Sous-continent indien),https://collections.louvre.fr/media/cache/large/0000000021/0000327537/0000614390_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010327537
louvre:cl010329109,louvre,cl010329109,Pyxide au nom d'al-Mughira,"Pyxide (Accessoire personnel, boîte, étui->Boîte) ; Tabletterie",Département des Arts de l'Islam,,Date de création/fabrication : 3ème quart du Xe siècle (daté sur l'oeuvre) (968 ; Hégire : 357),Date de création/fabrication : 3ème quart du Xe siècle (daté sur l'oeuvre) (968 ; Hégire : 357),"Matériau : Ivoire (Matériau d'origine animale)
Matériau/Technique : Ivoire (éléphant), décor sculpté et gravé",achat (24/10/1898),1898,,,,Madinat al-Zahra (Europe occidentale->Espagne),https://collections.louvre.fr/media/cache/large/0000000021/0000329109/0000660837_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010329109
louvre:cl010329343,louvre,cl010329343,Chandelier aux canards,Chandelier (Instrument d'éclairage),Département des Arts de l'Islam,,Date de création/fabrication : 2ème moitié du XIIe siècle (1150 - 1200),Date de création/fabrication : 2ème moitié du XIIe siècle (1150 - 1200),"Matériau : Laiton (Métal)
Matériau/Technique : Métal (laiton) martelé, décor repoussé, ciselé, champlevé, incrusté d'argent, de cuivre et de pâte noire",legs (1909),1909,,,,Herat (Monde iranien - Caucase->Afghanistan),https://collections.louvre.fr/media/cache/large/0000000021/0000329343/0000661108_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010329343
louvre:cl010329405,louvre,cl010329405,"Tapis à décor de jardin de paradis, dit ""de Mantes""",Tapis,Département des Arts de l'Islam,,Date de création/fabrication : 2ème quart du XVIe siècle (1530 - 1550),Date de création/fabrication : 2ème quart du XVIe siècle (1530 - 1550),"Matériau : Textile
Matériau/Technique : Chaîne, trame : coton, poil : laine, noeud asymétrique",achat (23/05/1912),1912,,Monde iranien - Caucase (Iran nord occidental (=nord-ouest)),,,https://collections.louvre.fr/media/cache/large/0000000021/0000329405/0001114396_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010329405
louvre:cl010329960,louvre,cl010329960,Suaire de Saint-Josse,Textile divers,Département des Arts de l'Islam,,"Date de création/fabrication : 2ème moitié du Xe siècle ; 4ème quart du Xe siècle (950 - 1000)
Ancienne datation : Xe siècle (avant 961)","Date de création/fabrication : 2ème moitié du Xe siècle ; 4ème quart du Xe siècle (950 - 1000)
Ancienne datation : Xe siècle (avant 961)","Matériau : Textile
Matériau/Technique : Soie (samit)",achat (07/11/1921),1921,,Asie Mineure et Europe orientale (?) ; Monde iranien - Caucase (Ancienne attribution : Khurasan) ; Proche-Orient arabe (?),,"France (Europe occidentale) (Pas-de-Calais, ancienne abbaye de Saint-Josse)",https://collections.louvre.fr/media/cache/large/0000000021/0000329960/0001090856_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010329960
louvre:cl010330266,louvre,cl010330266,"Lion dit ""de Monzon""",Sculpture,Département des Arts de l'Islam,,Date de création/fabrication : 4ème quart du Xe siècle ; XIe siècle (attribution d'après style) (vers 975 - 1100),Date de création/fabrication : 4ème quart du Xe siècle ; XIe siècle (attribution d'après style) (vers 975 - 1100),"Matériau : Métal
Matériau/Technique : Métal (bronze) coulé, décor gravé",legs (05/07/1926),1926,Monzón de Campos (Espagne->Europe occidentale) (Trouvé en 1849 dans les ruines du Castellon (château situé hors de la cité).),Cordoue (Europe occidentale->Espagne) (?),Monzón de Campos (Espagne->Europe occidentale) (Trouvé en 1849 dans les ruines du Castellon (château situé hors de la cité).),,https://collections.louvre.fr/media/cache/large/0000000021/0000330266/0001090965_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010330266
louvre:cl010330497,louvre,cl010330497,Coupe aux phénix en vol,"Coupe (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : 1ère moitié du XIVe siècle (1300 - 1350),Date de création/fabrication : 1ère moitié du XIVe siècle (1300 - 1350),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor d'engobe et peint sur engobe sous glaçure transparente",achat en vente publique (01/12/1930),1930,,,,Iran (Monde iranien - Caucase),https://collections.louvre.fr/media/cache/large/0000000021/0000330497/0000661094_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010330497
louvre:cl010331081,louvre,cl010331081,"Coupe aux nuages ""tchi""","Coupe (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : XVe siècle (1400 - 1500),Date de création/fabrication : XVe siècle (1400 - 1500),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor peint sous glaçure",don manuel (27/03/1907),1907,,,,Tabriz (Monde iranien - Caucase->Iran) (?),https://collections.louvre.fr/media/cache/large/0000000021/0000331081/0001090987_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010331081
louvre:cl010332054,louvre,cl010332054,"Plat à la grue en vol et nuages ""tchi""","Plat (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : 2ème moitié du XVe siècle (1450 - 1500),Date de création/fabrication : 2ème moitié du XVe siècle (1450 - 1500),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor peint sous glaçure transparente colorée",legs (14/04/1931),1931,,,,Tabriz (Monde iranien - Caucase->Iran) (?),https://collections.louvre.fr/media/cache/large/0000000021/0000332054/0000645402_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010332054
louvre:cl010332079,louvre,cl010332079,Plat aux capridés riant,"Plat (Vase, récipient)",Département des Arts de l'Islam,,Date de création/fabrication : 4ème quart du XVe siècle (1485 - 1500),Date de création/fabrication : 4ème quart du XVe siècle (1485 - 1500),"Matériau : Céramique
Matériau/Technique : Céramique (pâte siliceuse), décor moulé et peint sous glaçure transparente incolore",legs (14/04/1931),1931,,,,Iran (Monde iranien - Caucase),https://collections.louvre.fr/media/cache/large/0000000021/0000332079/0000658760_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010332079
louvre:cl010333267,louvre,cl010333267,Porche d'une demeure mamlouke au Caire (Qasr Rumi),"Élément d'architecture (Élément d'architecture, décor intérieur et extérieur, huisserie)",Département des Arts de l'Islam,,Date de création/fabrication : XVe siècle (1400 - 1500),Date de création/fabrication : XVe siècle (1400 - 1500),"Matériau : Calcaire (Pierre), Fer (Métal), Bois
Matériau/Technique : Calcaires jaune et blanc sculptés, grilles modernes en fer forgé et cadre en châtaignier",mode d'acquisition inconnu (1889),1889,,Le Caire (Proche-Orient arabe->Égypte),,,https://collections.louvre.fr/media/cache/large/0000000021/0000333267/0000664950_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010333267
louvre:cl010333443,louvre,cl010333443,Vantail de porte de sacristie faisant partie d'une paire,"Vantail (Élément d'architecture, décor intérieur et extérieur, huisserie->Élément d'architecture->Porte) ; Mobilier",Département des Arts de l'Islam,,Date de création/fabrication : XVe siècle ; XVIe siècle (1400 - 1600),Date de création/fabrication : XVe siècle ; XVIe siècle (1400 - 1600),"Matériau : Bois
Matériau/Technique : Bois, décor sculpté",achat (29/04/1893),1893,,,,Espagne (Europe occidentale),https://collections.louvre.fr/media/cache/large/0000000021/0000333443/0000661189_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010333443
