objectID,title,objectName,department,culture,period,dynasty,objectDate,medium,creditLine,accessionYear,excavation,geographyType,origin_label,origin_precision,origin_lat,origin_lon,met_lat,met_lon,primaryImage,objectURL,objectWikidata_URL
543908,Vase in the Shape of a Mother Monkey with Her Offspring,"Vase, monkey, baby",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2289–2255 B.C.,"Travertine (Egyptian alabaster), paint","Purchase, Joseph Pulitzer Bequest, Fletcher Fund, and other gifts, 1992",1992,,From,Egypt,country,26.8206,30.8025,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DT6931.jpg,https://www.metmuseum.org/art/collection/search/543908,https://www.wikidata.org/wiki/Q116252279
543909,Reserve head,"Head, reserve",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2551–2528 B.C.,Limestone,"Rogers Fund, 1948",1948,"Harvard-Boston MFA excavations, 1936",From,Giza,subregion,29.9765,31.1313,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/48.156(1).JPG,https://www.metmuseum.org/art/collection/search/543909,
543910,Stand for an Offering Basin with the Name of King Khafre,"Offering stand, king Khafre",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2520–2494 B.C.,Gneiss,"Rogers Fund, 1907",1907,,Probably from,Hurbeit (Pharbaethos),subregion,30.65,31.65,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/2833.jpg,https://www.metmuseum.org/art/collection/search/543910,https://www.wikidata.org/wiki/Q116252277
543911,Offering table,Offering table,Egyptian Art,,Middle Kingdom,Dynasty 12–13,ca. 1981–1640 B.C.,Limestone,"Rogers Fund, 1932",1932,"MMA excavations, 1930–31",From,Lisht North,subregion,29.5667,31.2167,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543911,https://www.wikidata.org/wiki/Q116252275
543912,Corner of niche from the tomb of Akhtihotep,"False Door Niche block, Akhtihotep, corner",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2551 B.C.,"Limestone, paint","Funds from Various Donors, and by exchange, 1958",1958,,From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/58.123_01.jpg,https://www.metmuseum.org/art/collection/search/543912,https://www.wikidata.org/wiki/Q116252276
543913,See 58.44.2a,"Relief, tomb of Akhtihotep",Egyptian Art,,Old Kingdom,Dynasty 4,ca. 2575–2551 B.C.,"Limestone, paint","Rogers Fund, 1958",1958,,Probably from,,unresolved,,,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/image-number-only.jpg,https://www.metmuseum.org/art/collection/search/543913,https://www.wikidata.org/wiki/Q116413366
543914,West wall of the chapel of Nikauhor and Sekhemhathor,"Relief, Chapel of Nikauhor and Sekhemhathor",Egyptian Art,,Old Kingdom,Dynasty 5,ca. 2465–2389 B.C.,"Limestone, paint","Rogers Fund, 1908",1908,Egyptian Antiquities Service excavations,From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/08.201.2a–g_EGDP015503-EGDP015504.jpg,https://www.metmuseum.org/art/collection/search/543914,https://www.wikidata.org/wiki/Q116413369
543915,Statue of Tjeteti as a young man,"Statue, Tjeteti, young man",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2200–2152 B.C.,Wood,"Rogers Fund, 1926",1926,Egyptian Antiquities Service excavations,From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DP-16961-01.jpg,https://www.metmuseum.org/art/collection/search/543915,https://www.wikidata.org/wiki/Q116413370
543916,Statue of Tjeteti in middle age,"Statue, Tjeteti, middle age",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2200–2152 B.C.,Wood,"Rogers Fund, 1926",1926,Egyptian Antiquities Service excavations,From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DP-16962-01.jpg,https://www.metmuseum.org/art/collection/search/543916,https://www.wikidata.org/wiki/Q116413372
543917,Mummified leg of beef case,Mummified leg of beef case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Giza,subregion,29.9765,31.1313,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/37.6.5 AB.JPG,https://www.metmuseum.org/art/collection/search/543917,https://www.wikidata.org/wiki/Q116235439
543918,Mummified goose case,Mummified goose case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Giza,subregion,29.9765,31.1313,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543918,https://www.wikidata.org/wiki/Q116413375
543919,Mummified duck case,Mummified duck case,Egyptian Art,,Old Kingdom,"Dynasty 6, first half",ca. 2323–2255 B.C.,Limestone,"Rogers Fund, 1937",1937,"Harvard-Boston MFA excavations, 1912",From,Giza,subregion,29.9765,31.1313,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543919,https://www.wikidata.org/wiki/Q116413376
543920,"Model of the ""Opening of the Mouth"" ritual equipment","Model, ""Opening of the Mouth"" ritual equipment",Egyptian Art,,Old Kingdom,Dynasty 5–6,ca. 2465–2150 B.C.,"Tray: limestone; vessels: Travertine, greywacke","Rogers Fund, 1907",1907,,From,Egypt,country,26.8206,30.8025,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DP112576.jpg,https://www.metmuseum.org/art/collection/search/543920,https://www.wikidata.org/wiki/Q116252247
543921,Ewer,Ewer,Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DP112563.jpg,https://www.metmuseum.org/art/collection/search/543921,https://www.wikidata.org/wiki/Q116252244
543922,Ewer,"Vessel, Ewer",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2649–2100 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/26-2-15.jpg,https://www.metmuseum.org/art/collection/search/543922,
543923,Basin,Basin,Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/DP112563.jpg,https://www.metmuseum.org/art/collection/search/543923,https://www.wikidata.org/wiki/Q116252245
543924,Basin,Basin,Egyptian Art,,Old Kingdom,,ca. 2323–2150 B.C.,Copper,"Rogers Fund, 1926",1926,"Egyptian Antiquities Service excavations, 1920–21",From,Saqqara,subregion,29.8714,31.2164,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/26-2-13.jpg,https://www.metmuseum.org/art/collection/search/543924,
543925,Wine or beer jar,"Jar, wine or beer",Egyptian Art,,Old Kingdom,Dynasty 6–8,ca. 2323–2100 BC,"Travertine (Egyptian alabaster), paint","Anonymous Gift, 1931",1931,,Said to be from,Abydos,subregion,26.1833,31.9192,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543925,https://www.wikidata.org/wiki/Q116413377
543926,Wine or beer jar,"Jar, wine or beer",Egyptian Art,,Old Kingdom,Dynasty 6,ca. 2649–2100 B.C.,Travertine (Egyptian alabaster),"Rogers Fund, 1944",1944,,From,Egypt,country,26.8206,30.8025,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543926,https://www.wikidata.org/wiki/Q116413379
543927,Jar,Jar,Egyptian Art,,Old Kingdom,Dynasty 6-8,ca. 2323–2150 B.C.,Travertine (Egyptian alabaster),"Rogers Fund, 1907",1907,,From,Egypt,country,26.8206,30.8025,40.7794,-73.9632,,https://www.metmuseum.org/art/collection/search/543927,https://www.wikidata.org/wiki/Q116252243
543928,"Miniature ""nw"" pot","Pot, ""nw"" pot, miniature",Egyptian Art,,Old Kingdom,Dynasty 4-6,ca. 2465–2150 B.C.,Gneiss,"Rogers Fund, 1907",1907,,From,Egypt,country,26.8206,30.8025,40.7794,-73.9632,https://images.metmuseum.org/CRDImages/eg/original/LC-07_228_92_EGDP033556.jpg,https://www.metmuseum.org/art/collection/search/543928,https://www.wikidata.org/wiki/Q116413380
